0.2282792	-0.2720574	0.03295685	-0.32929036	0.09988168	-0.17221355	-0.0290494	-0.19411065	-0.5012491	-0.14406143	-0.17970286	-0.20104241	0.038687065	0.0724939	0.4499666	-0.14786431
0.71978706	-0.124081634	-0.15486474	0.153542	-0.020036438	-0.073116675	0.2461642	-0.2754628	-0.68105274	-0.3574251	-0.49396107	0.22832468	-0.6515319	0.06407046	0.46164393	-0.07446864
0.022038298	-0.039134722	0.2742731	-0.28407076	0.15176603	-0.38008294	-0.036573917	-0.040173106	-0.8200368	0.074394055	-0.055414278	-0.18055336	0.6210514	-0.092686266	0.001533492	-0.2016728
-0.18436995	-0.17144948	-0.0057980116	-0.17672844	0.21786523	-0.0050175046	-0.24236436	-0.13427223	-0.36561504	-0.12915555	-0.06216361	-0.3215389	0.3160753	0.05090088	0.42821884	-0.08427556
-0.24716827	-0.22012703	0.089372985	-0.36319262	0.055137448	-0.021075722	-0.14047334	-0.043863416	-0.18863957	0.03950012	-0.084746994	-0.2971822	0.22647895	-0.11795792	0.3535599	-0.18401293
-0.35172778	0.07381324	0.51504034	-0.356352	0.23912215	-0.42713165	-0.023354275	0.20892933	-1.0573987	0.35532737	0.25055435	-0.12615989	0.96733487	-0.03960797	-0.54144406	-0.34530362
0.36579448	-0.06432012	-0.07933459	0.12597282	0.0053403643	0.0013201297	0.11012864	-0.29204875	-0.5495394	-0.23080981	-0.14090165	0.16242158	-0.20702295	0.1591659	0.26296547	-0.031715382
0.28446102	-0.20604423	0.1259059	-0.20036016	-0.06187491	-0.16698936	0.14081517	-0.012036016	-0.47912624	-0.104155846	-0.1125988	-0.046556883	0.009339189	0.12058565	0.25681585	-0.24636386
-0.69548976	-0.33108085	0.56198263	-0.6063446	-0.13613296	-0.45970795	-0.24348707	0.5089573	-0.13692054	0.52259153	0.3604203	-0.62880814	0.8563334	-0.18238114	-0.32537517	-0.5000997
0.1777915	-0.045954242	0.027412176	-0.07450503	0.112150535	-0.080758244	0.030294836	-0.10390657	-0.74301815	-0.11885772	-0.06424713	0.026589965	0.29771015	0.033686426	0.19787423	-0.16591828
0.61868984	-0.4727193	0.05600458	0.21612713	-0.4308624	0.1369921	0.5688383	-0.22174197	-0.57705593	-0.31542218	0.30057898	0.4224695	-0.16683373	0.46312022	0.31675267	-0.48523954
0.25317407	-0.6590125	0.5651798	-0.63558304	-0.55391216	-0.24969895	0.36827707	0.44516882	0.06535193	0.2907371	0.1371441	-0.36171606	-0.37612057	0.27489308	0.21144076	-0.6704752
-0.65989435	-0.40759033	0.21838044	-0.59292513	0.0978415	-0.051838405	-0.40941226	0.28493834	0.54075736	0.29422373	0.041440308	-0.7465316	0.15537438	-0.13708752	0.31140578	-0.16050409
0.41952407	0.21743527	-0.09924033	0.04323748	0.20748515	-0.12059779	-0.0033575015	-0.15860267	-0.7340817	-0.16939786	-0.43880978	0.09673896	-0.3299676	-0.09124024	0.1926675	0.11817821
